id,nombre,promedio,estado
567,Guillermo Osorio Luna,3.43,Suspenso
568,Diego Domínguez Benítez,4.2,Suspenso
569,Andrés Benítez Cordero,4.45,Suspenso
570,Paula Rubio Delgado,4.72,Suspenso
571,Rosa Esteban Gómez,4.52,Suspenso
572,Yolanda Iglesias Suárez,6.63,Aprobado
573,Irene Suárez Villar,4.08,Suspenso
574,Tomás Palacios Palma,2.1,Suspenso
575,Patricia Gallardo Aranda,2.87,Suspenso
576,Isabel Molina Palma,5.2,Aprobado
577,Victoria Valdés Rivas,3.48,Suspenso
578,Álex Cuadrado Arroyo,5.87,Aprobado
579,Noelia Cordero Durán,5.1,Aprobado
580,Rosa Romero Pinto,5.98,Aprobado
581,Adrián Gallardo Rivas,4.85,Suspenso
582,Ignacio Benítez Gutiérrez,3.77,Suspenso
583,Lidia Mora Conde,5.97,Aprobado
584,Elena Salas Mora,5.64,Aprobado
585,Yolanda Villalba Méndez,3.64,Suspenso
586,Clara López Arroyo,6.36,Aprobado
587,Clara Mora Ferrer,5.0,Aprobado
588,Rebeca López Quintero,6.47,Aprobado
589,Álex Sánchez Montoya,3.98,Suspenso
590,Álex Rosales Espinosa,3.93,Suspenso
591,Ángel Palacios León,2.76,Suspenso
592,Julia Marín Lara,5.87,Aprobado
593,Noelia Bermúdez Montoya,3.53,Suspenso
594,Manuel Mora Flores,7.4,Aprobado
595,Lourdes Soto Palma,4.67,Suspenso
596,Ernesto Rubio Calvo,3.7,Suspenso
597,Mateo Pacheco Moreno,4.6,Suspenso
598,Francisco Correa León,2.52,Suspenso
599,Alicia Figueroa Suárez,6.5,Aprobado
600,Diego Martín Villar,5.02,Aprobado
601,Mónica Peralta Fuentes,5.35,Aprobado
602,Rebeca Villalba Ortiz,4.78,Suspenso
603,César Peña Olivares,6.05,Aprobado
604,Raúl Blanco Camacho,4.16,Suspenso
605,Raquel Correa Román,3.8,Suspenso
606,Carmen Correa Rivas,5.03,Aprobado
607,Ismael Vela Caballero,3.57,Suspenso
608,Teresa Salas Cruz,4.4,Suspenso
609,Mónica Cordero Campos,3.62,Suspenso
610,Marta Cordero Salas,4.52,Suspenso
611,Verónica Pardo Soler,5.9,Aprobado
612,Elisa Palacios Lara,6.7,Aprobado
613,Nerea Reina Fuentes,2.5,Suspenso
614,Gabriela Garrido Herrero,4.58,Suspenso
615,Fernando Fuentes Vallejo,2.95,Suspenso
616,Alberto Díaz Ruiz,7.5,Aprobado
617,Sergio Ramírez Luna,5.88,Aprobado
618,Mateo Cano Pozo,7.96,Aprobado
619,Beatriz Lozano Gallardo,3.8,Suspenso
620,Silvia Durán Ramos,8.0,Aprobado
621,Raquel Cebrián Arroyo,2.23,Suspenso
622,Kevin Vela Molina,1.53,Suspenso
623,Raquel Palacios Camacho,5.1,Aprobado
624,Fernando Arias Ortiz,2.73,Suspenso
625,Blanca Campos Herrero,5.08,Aprobado
626,Santiago Cuenca Vega,5.23,Aprobado
627,Teresa Soto Vega,5.65,Aprobado
628,Sara Campos Gil,7.37,Aprobado
629,Álvaro Soler Herrero,4.8,Suspenso
630,Noelia Montes Ortiz,6.52,Aprobado
631,Carmen Estévez Méndez,6.88,Aprobado
632,Carmen Santos Torres,7.27,Aprobado
633,Rocío Bueno Iglesias,1.77,Suspenso
634,Joaquín Correa Ferrer,6.47,Aprobado
635,Rafael Pozo Rivas,3.43,Suspenso
636,Kevin Méndez Cordero,3.12,Suspenso
637,Fernando Valverde Cebrián,5.3,Aprobado
638,Diego Vega Alemán,4.76,Suspenso
639,Pilar Prado Medina,5.6,Aprobado
640,Samuel Pérez Arroyo,5.9,Aprobado
641,Ana Bermúdez Iglesias,5.4,Aprobado
642,Celeste Méndez Pizarro,5.55,Aprobado
643,Alicia Vela Fuentes,5.97,Aprobado
644,Juan Castaño Gómez,3.26,Suspenso
645,Nerea Vallejo Reina,5.8,Aprobado
646,Álvaro Mora Suárez,8.03,Aprobado
647,Ana López Estévez,7.1,Aprobado
648,Irene Romero Rey,4.93,Suspenso
649,Adrián Díaz Segura,5.23,Aprobado
650,Noelia Pizarro Cordero,5.38,Aprobado
651,Daniel Herrera Valdés,5.35,Aprobado
652,Natalia Martín Cordero,5.75,Aprobado
653,Adela Palma Garrido,5.85,Aprobado
654,Victoria Valverde Rosales,5.57,Aprobado
655,Rafael Benítez Vargas,4.95,Suspenso
656,Rubén Palacios Pérez de León,3.5,Suspenso
657,Daniel Rubio Román,5.83,Aprobado
658,Santiago Alemán Campos,2.24,Suspenso
659,Álvaro Arias Rey,4.47,Suspenso
660,Olga Arroyo Espinosa,3.55,Suspenso
661,Óscar Peña Navarro,4.48,Suspenso
662,Mateo Pascual Herrera,5.86,Aprobado
663,Alejandro Cruz Herrero,6.67,Aprobado
664,Rocío Pardo Palacios,3.33,Suspenso
665,Esther Ramírez Bueno,4.4,Suspenso
666,Daniela Moreno Rubio,5.3,Aprobado
667,Alicia Romero Soler,4.4,Suspenso
668,Gabriela Olivares Pinto,5.55,Aprobado
669,Mateo Serrano Ramos,7.55,Aprobado
670,Juan Cordero Rico,3.15,Suspenso
671,Esther Pinto Méndez,4.17,Suspenso
672,Enrique Serrano Fuentes,6.17,Aprobado
673,Mireia Santos Gil,4.47,Suspenso
674,Lucas Medina Cuenca,5.07,Aprobado
675,Carmen Arias Navalón,2.33,Suspenso
676,Alberto Reina Lozano,5.28,Aprobado
677,Guillermo Segura Del Valle,5.04,Aprobado
678,Daniela Sánchez Bueno,6.17,Aprobado
679,Diego López Esteban,6.42,Aprobado
680,Óscar Luna Domínguez,4.0,Suspenso
681,Óliver Jiménez Pastor,2.1,Suspenso
682,Noemí Blanco Mesa,6.07,Aprobado
683,Felipe Cano Vallejo,6.52,Aprobado
684,Marcos Rivas Morales,6.14,Aprobado
685,Álvaro Alcaraz Cebrián,6.05,Aprobado
686,Irene Castaño Valverde,8.0,Aprobado
687,Jorge Bravo Navarro,6.86,Aprobado
688,Claudio Cordero Ruiz,5.1,Aprobado
689,Verónica Pacheco Espinosa,3.8,Suspenso
690,Ignacio Marín Molina,3.32,Suspenso
691,Cristina Calvo Téllez,5.97,Aprobado
692,Lourdes Pacheco Quintero,5.1,Aprobado
693,Sofía Romero Cruz,5.53,Aprobado
694,César Delgado Marín,4.42,Suspenso
695,Óliver Garrido Mora,2.97,Suspenso
696,Natalia Delgado Romero,4.3,Suspenso
697,Javier Prado Arias,6.05,Aprobado
698,Rosa Ramírez Caballero,4.7,Suspenso
699,Felipe Hernández Rey,6.22,Aprobado
700,Ricardo Domínguez Pinto,2.82,Suspenso
701,Ángel Jiménez Sierra,4.72,Suspenso
702,Noelia Aranda Vallejo,6.58,Aprobado
703,Pilar Fuentes Valverde,6.15,Aprobado
704,Andrea Bermúdez Pérez,5.03,Aprobado
705,Victoria Ramos Luna,5.67,Aprobado
706,Pilar Torres Campos,3.52,Suspenso
707,Mario Gómez Marín,6.0,Aprobado
708,Juan Vallejo Carrillo,7.22,Aprobado
709,Felipe Cordero Palacios,6.35,Aprobado
710,Manuel Alonso Álvarez,4.78,Suspenso
711,Verónica Figueroa Vicente,4.6,Suspenso
712,Ignacio Morales Medina,5.4,Aprobado
713,Clara Pérez de León Pérez,5.67,Aprobado
714,Raquel Cuadrado Herrero,2.5,Suspenso
715,Ángel Román Pozo,3.73,Suspenso
716,Pablo Esteban Delgado,5.23,Aprobado
717,Santiago Blanco Miranda,3.68,Suspenso
718,Francisco Gutiérrez Carrillo,2.6,Suspenso
719,Mario Delgado Ramírez,4.08,Suspenso
720,Nicolás Palma López,7.22,Aprobado
721,Eva Campos Olivares,3.07,Suspenso
722,Lucía Cano Cuadrado,6.35,Aprobado
723,Jorge Olivares Soler,6.2,Aprobado
724,Celeste Gallardo Peralta,3.86,Suspenso
725,Tomás Garrido Morales,4.45,Suspenso
726,Daniela Cordero Ramos,6.9,Aprobado
727,Héctor Herrero Rico,6.97,Aprobado
728,Laura Cebrián Domínguez,4.83,Suspenso
729,Tomás Cuenca Lozano,4.72,Suspenso
730,Álvaro Rico Peralta,6.25,Aprobado
731,Alba Marín Santos,5.58,Aprobado
732,Silvia Ferrer Espinosa,6.24,Aprobado
733,Gabriela Medina Navarro,3.07,Suspenso
734,Rafael Domínguez Campos,4.67,Suspenso
735,Luis Gil Aguilar,6.42,Aprobado
736,Irene Bravo Arroyo,5.67,Aprobado
737,Nuria Caballero Iglesias,7.72,Aprobado
738,Mario Montes Lozano,3.3,Suspenso
739,Álex Palacios Cuenca,4.75,Suspenso
740,Javier Herrera Del Valle,5.57,Aprobado
741,Nicolás Campos Alemán,1.93,Suspenso
742,Felipe Calvo Mora,6.83,Aprobado
743,Tomás Torres Ramírez,4.4,Suspenso
744,Javier Suárez Bravo,8.58,Aprobado
745,Óliver Montes Villalba,4.17,Suspenso
746,Marta Cordero Gutiérrez,2.55,Suspenso
747,Mateo Alonso Gutiérrez,3.5,Suspenso
748,Eva Román Rosales,3.2,Suspenso
749,Mateo Herrero Gutiérrez,3.98,Suspenso
750,Eva Villalba Osorio,2.97,Suspenso
751,Ana Cuenca Castaño,4.03,Suspenso
752,Ismael Montoya Pardo,3.4,Suspenso
753,Elena Peña Cuadrado,4.33,Suspenso
754,Daniel Pérez de León Castaño,5.5,Aprobado
755,Lorena Vargas Alonso,4.0,Suspenso
756,Sergio Conde Rico,4.78,Suspenso
757,Mario López Román,2.07,Suspenso
758,Kevin Rico Pacheco,5.33,Aprobado
759,Claudio Moreno Montoya,6.0,Aprobado
760,Carlos Osorio Romero,4.08,Suspenso
761,Clara Calvo Fuentes,5.73,Aprobado
762,Adrián Vicente Gallardo,4.8,Suspenso
763,César Bermúdez Miranda,4.7,Suspenso
764,Mónica Cano Morales,5.17,Aprobado
765,Lourdes Mora Campos,2.27,Suspenso
766,Claudio Rosales Blanco,3.86,Suspenso
767,Hugo Espinosa Gil,5.67,Aprobado
768,Manuel Soler Gutiérrez,5.24,Aprobado
769,Rafael López Conde,4.86,Suspenso
770,Alejandro Santos Osorio,5.0,Aprobado
771,Elena Molina Bermúdez,7.53,Aprobado
772,Valeria Marín Alcaraz,4.72,Suspenso
773,Cristina Cruz Flores,4.34,Suspenso
774,Julia Pinto Prado,5.3,Aprobado
775,Lucía Cuenca Rubio,4.58,Suspenso
776,Luis Téllez Campos,5.8,Aprobado
777,Nicolás Camacho Miranda,2.82,Suspenso
778,Santiago Reyes Montoya,3.7,Suspenso
779,Mario Pascual Osorio,5.93,Aprobado
780,Felipe Sánchez Herrero,4.18,Suspenso
781,Enrique Cuadrado Rubio,5.25,Aprobado
782,Víctor Cano Peña,7.77,Aprobado
783,Luis Calvo Reina,4.52,Suspenso
784,Mónica Romero Pacheco,4.95,Suspenso
785,Felipe Romero Ferrer,3.05,Suspenso
786,Lucas Mora Jiménez,5.55,Aprobado
787,Ernesto Navarro Sierra,6.3,Aprobado
788,Hugo León Arias,5.72,Aprobado
789,Óliver Bermúdez Alemán,6.25,Aprobado
790,Adela Aguilar Cruz,5.1,Aprobado
791,Irene Pérez de León Durán,5.25,Aprobado
792,Tomás León Romero,3.57,Suspenso
793,Natalia Ramos Campos,5.0,Aprobado
794,Sara Conde Soler,3.22,Suspenso
795,Gabriela Román Rivas,4.77,Suspenso
796,Judit Aguilar Gallardo,4.5,Suspenso
797,Laura Vega Vela,5.3,Aprobado
798,Isabel Arroyo Romero,5.52,Aprobado
799,Nuria Rico Zamora,4.83,Suspenso
800,Pilar Conde Cordero,1.24,Suspenso
801,Rocío Rubio Luna,5.45,Aprobado
802,Guillermo Vicente Montoya,2.92,Suspenso
803,Eva Rosales Serrano,5.25,Aprobado
804,Raúl Ferrer Medina,6.42,Aprobado
805,Rosa Pozo Montoya,4.88,Suspenso
806,Sofía Sánchez Vallejo,4.8,Suspenso
807,Sergio Pozo Carrasco,5.22,Aprobado
808,Álvaro Sierra Ferrer,4.14,Suspenso
809,Victoria Cruz Marín,4.9,Suspenso
810,Fabio Alemán Alonso,5.12,Aprobado
811,María Figueroa Luna,1.72,Suspenso
812,Alicia Méndez Reina,4.58,Suspenso
813,Esther Conde Cordero,3.22,Suspenso
814,Daniel Prado Díaz,3.13,Suspenso
815,Emilio Alonso Valdés,3.52,Suspenso
816,Rita Rico Cordero,8.2,Aprobado
817,Verónica Ramos Romero,4.95,Suspenso
818,Sofía Pinto Domínguez,5.2,Aprobado
819,Alba Gil Medina,4.6,Suspenso
820,Álvaro Mora Santos,4.16,Suspenso
821,Alejandro Rico Ruiz,5.45,Aprobado
822,Ricardo Ramírez Camacho,5.0,Aprobado
823,Lorena Méndez Carrasco,4.7,Suspenso
824,Esther Pérez de León Lozano,5.33,Aprobado
825,Diego Herrera Álvarez,3.62,Suspenso
826,Manuel Nieto Aguilar,3.78,Suspenso
827,Rosa Cuenca Santos,3.93,Suspenso
828,Raquel Domínguez Ramírez,5.7,Aprobado
829,Marcos Pardo Alemán,6.6,Aprobado
830,Samuel Cordero Rey,3.03,Suspenso
831,Gabriela Gómez Benítez,5.04,Aprobado
832,Ernesto Domínguez Rubio,4.22,Suspenso
833,Elena Osorio Nieto,7.96,Aprobado
834,Mireia Cruz Osorio,5.93,Aprobado
835,Paula Domínguez Lara,6.05,Aprobado
836,Rocío Sierra Hernández,5.08,Aprobado
837,Lucía Ruiz Cano,5.25,Aprobado
838,Emilio Montoya López,6.22,Aprobado
839,Lourdes Blanco Pastor,2.8,Suspenso
840,Mireia Téllez Domínguez,2.5,Suspenso
841,Francisco Iglesias Navarro,5.53,Aprobado
842,Noelia Soler Gutiérrez,3.17,Suspenso
843,Emilio Ferrer Cebrián,4.9,Suspenso
844,Fernando Peña Pacheco,4.92,Suspenso
845,Elena Castaño Segura,3.28,Suspenso
846,Álvaro Pérez de León Ruiz,7.32,Aprobado
847,Álvaro Conde Pacheco,6.27,Aprobado
848,Cristina Bravo Palacios,5.44,Aprobado
849,Gema Herrera Vicente,5.2,Aprobado
850,Carmen Álvarez Rosales,4.8,Suspenso
851,Iván Espinosa Miranda,7.07,Aprobado
852,Judit Méndez Herrera,4.6,Suspenso
853,Pablo Romero Camacho,7.26,Aprobado
854,Gabriela Téllez Moreno,1.63,Suspenso
855,Isabel Ferrer Vela,3.9,Suspenso
856,Pilar Téllez Carrasco,6.92,Aprobado
857,Esther Hernández Mora,6.3,Aprobado
858,David Moreno Pacheco,4.1,Suspenso
859,Ismael Valdés León,4.8,Suspenso
860,Elena Garrido Moreno,5.95,Aprobado
861,Tomás Navarro Ortiz,5.92,Aprobado
862,Rebeca Caballero Sierra,6.67,Aprobado
863,Natalia Valverde Rivas,4.88,Suspenso
864,Ismael Méndez Vicente,5.4,Aprobado
865,Eva Cordero Vallejo,6.8,Aprobado
866,Joaquín Martín Fuentes,7.58,Aprobado
867,Lorena Gómez Garrido,4.13,Suspenso
868,Alba Pizarro Vallejo,5.6,Aprobado
869,Nerea Ferrer Del Valle,2.58,Suspenso
870,Lucas Reyes Navalón,5.5,Aprobado
871,Guillermo Bravo Nieto,8.4,Aprobado
872,Victoria Zamora Gallardo,6.83,Aprobado
873,Judit López Vela,6.2,Aprobado
874,Óscar Campos Segura,4.67,Suspenso
875,Benjamín Arroyo Cuenca,7.73,Aprobado
876,Eva Osorio Navalón,4.97,Suspenso
877,Fabio Hernández Mora,1.7,Suspenso
878,Víctor Cano Rosales,5.8,Aprobado
879,Héctor Pardo Martín,5.72,Aprobado
880,Celeste Campos Hernández,5.93,Aprobado
881,Candela Navalón Cordero,6.47,Aprobado
882,Diego Pozo Soto,4.2,Suspenso
883,Sergio Bravo Herrera,5.32,Aprobado
884,Rocío Iglesias Téllez,2.95,Suspenso
885,Noelia Pascual Peña,4.86,Suspenso
886,Sergio Rosales Morales,4.27,Suspenso
887,Judit Lara Moreno,2.42,Suspenso
888,Elena Olivares Gallardo,4.1,Suspenso
889,Mónica Martín Pascual,5.72,Aprobado
890,Daniela León Rubio,3.58,Suspenso
891,Álex Mesa Blanco,3.38,Suspenso
892,Felipe Estévez Alemán,3.3,Suspenso
893,Alba Estévez Delgado,5.07,Aprobado
894,Álvaro Villar Flores,3.05,Suspenso
895,Fernando Blanco Montes,3.07,Suspenso
896,Esther Gutiérrez Prado,7.64,Aprobado
897,Ernesto Carrillo Mesa,3.6,Suspenso
898,Ricardo Fuentes Conde,5.97,Aprobado
899,Ricardo Mesa Espinosa,5.15,Aprobado
900,Cristina Molina Segura,5.23,Aprobado
901,Ricardo Luna Castaño,7.17,Aprobado
902,Joaquín Ramos Zamora,4.95,Suspenso
903,Diego Peralta Herrero,5.23,Aprobado
904,Raúl Reina Alcaraz,5.5,Aprobado
905,Lucas Alonso Díaz,7.05,Aprobado
906,Guillermo Cordero Sierra,3.42,Suspenso
907,Sofía Herrero Molina,4.04,Suspenso
908,Ignacio Garrido León,5.58,Aprobado
909,Marta Prado Garrido,7.62,Aprobado
910,Noelia López Reyes,3.65,Suspenso
911,Fabio Moreno Valverde,4.35,Suspenso
912,Daniel Mesa Campos,5.2,Aprobado
913,Carlos Sánchez Osorio,6.87,Aprobado
914,Pilar Alemán Luna,5.3,Aprobado
915,Rocío Fuentes Pinto,6.03,Aprobado
916,Lorena Torres Hernández,4.75,Suspenso
917,Francisco Nieto Carrasco,6.5,Aprobado
918,Nuria Marín Romero,2.92,Suspenso
919,Adela Santos Lara,2.44,Suspenso
920,Alejandro Reina Molina,4.98,Suspenso
921,Lorena Marín Vargas,2.52,Suspenso
922,Adrián Hernández Vega,3.15,Suspenso
923,Álvaro Villar Osorio,5.46,Aprobado
924,Héctor Durán Segura,6.47,Aprobado
925,Yolanda Cebrián Rico,4.35,Suspenso
926,Ismael Herrero Caballero,5.53,Aprobado
927,Paula Domínguez Ruiz,4.04,Suspenso
928,Clara Flores Cordero,6.85,Aprobado
929,Enrique Rosales Pinto,6.92,Aprobado
930,Ana Medina Castaño,3.55,Suspenso
931,Rafael Pérez Quintero,4.62,Suspenso
932,Tomás Pizarro Gómez,2.47,Suspenso
933,Carmen Torres Delgado,2.78,Suspenso
934,Alejandro López Álvarez,5.13,Aprobado
935,Rubén Herrero Méndez,7.35,Aprobado
936,Daniel Cebrián Soto,6.34,Aprobado
937,Emilio Zamora Cano,4.45,Suspenso
938,Andrea Álvarez Caballero,5.7,Aprobado
939,Gema Méndez Pinto,6.02,Aprobado
940,Gema Vela Navarro,4.75,Suspenso
941,Mireia Aguilar Álvarez,3.57,Suspenso
942,Mireia Bermúdez Castaño,3.42,Suspenso
943,María López Gómez,2.62,Suspenso
944,Héctor Morales Álvarez,3.68,Suspenso
945,Ricardo Montoya Martín,4.7,Suspenso
946,Raquel Rivas Lozano,7.0,Aprobado
947,Olga Vela Peña,6.9,Aprobado
948,Joaquín Pastor Campos,5.98,Aprobado
949,Pilar Navalón Fuentes,3.93,Suspenso
950,Diego Pacheco Peña,4.54,Suspenso
951,Lorena Mesa Miranda,3.77,Suspenso
952,Raúl Villar Navarro,1.7,Suspenso
953,Joaquín Garrido Alcaraz,6.7,Aprobado
954,Pablo Marín Cordero,5.42,Aprobado
955,Enrique Ferrer Segura,2.33,Suspenso
956,Alejandro Rubio Vicente,4.38,Suspenso
957,Luis Nieto Aguilar,5.82,Aprobado
958,Alberto Montoya Alonso,4.44,Suspenso
959,Rosa Garrido Osorio,4.7,Suspenso
960,David Vela Navarro,4.7,Suspenso
961,Noemí Alonso Camacho,4.23,Suspenso
962,Verónica Santos Peralta,3.63,Suspenso
963,Eva Pardo Ramos,4.38,Suspenso
964,Lidia Castaño Palacios,5.83,Aprobado
965,Raúl Reyes Pizarro,3.94,Suspenso
966,Felipe Vicente Herrera,3.37,Suspenso
967,Adela Vargas Vela,3.82,Suspenso
968,Alejandro Navarro Román,3.43,Suspenso
969,Iván Rey Cordero,3.88,Suspenso
970,Silvia Pozo Arias,5.15,Aprobado
971,Lidia Garrido Pizarro,4.33,Suspenso
972,Raúl Espinosa León,3.88,Suspenso
973,Francisco Sánchez Gil,3.5,Suspenso
974,Tomás Quintero Luna,5.66,Aprobado
975,Natalia Cebrián Rivas,6.16,Aprobado
976,Adela Pascual Cuenca,6.84,Aprobado
977,Carmen Mesa Prado,4.63,Suspenso
978,Claudio Cuenca Reyes,6.88,Aprobado
979,Yolanda Gallardo Herrera,5.1,Aprobado
980,Rocío Pascual Castaño,5.25,Aprobado
981,Óscar Reina Herrera,3.8,Suspenso
982,David Rivas Reyes,4.45,Suspenso
983,Andrea Navalón Hernández,4.02,Suspenso
984,Iván Medina Correa,4.32,Suspenso
985,Daniel Sierra Vela,3.78,Suspenso
986,Rocío Molina Calderón,5.15,Aprobado
987,Nuria Vela Prado,6.44,Aprobado
988,Alejandro Hernández Vega,5.3,Aprobado
989,Yolanda Suárez Vallejo,4.73,Suspenso
990,Isabel Vallejo Pizarro,3.88,Suspenso
991,Alberto Arroyo Domínguez,2.57,Suspenso
992,Tomás Campos Garrido,4.88,Suspenso
993,Paula Bermúdez Calderón,6.1,Aprobado
994,Marcos Pastor Carrasco,4.4,Suspenso
995,Emilio Soto Mesa,2.65,Suspenso
996,Sofía Conde Pizarro,7.88,Aprobado
997,Paula Rosales Téllez,4.55,Suspenso
998,Olga Estévez Luna,7.67,Aprobado
999,Álex Vargas Flores,4.5,Suspenso
1000,Clara Gil Vega,4.12,Suspenso
1001,Rubén Campos Pastor,3.9,Suspenso
1002,Nicolás Lara Reyes,4.55,Suspenso
1003,Alba Palma Peralta,6.8,Aprobado
1004,Óliver Moreno Pozo,5.6,Aprobado
1005,Jorge Delgado Pardo,7.8,Aprobado
1006,Rubén Vicente Pinto,3.33,Suspenso
1007,Camila Medina Bueno,3.17,Suspenso
1008,Natalia Gutiérrez Peña,8.07,Aprobado
1009,Kevin Ortiz Alonso,5.77,Aprobado
1010,Ana Ferrer Iglesias,5.34,Aprobado
1011,Verónica Cuenca Lara,4.2,Suspenso
1012,Clara Suárez Pascual,6.22,Aprobado
1013,Verónica Ruiz Olivares,6.7,Aprobado
1014,Mario Vargas Ramírez,4.38,Suspenso
1015,Diego Sierra Valverde,4.33,Suspenso
1016,Beatriz Quintero Del Valle,4.67,Suspenso
1017,Nuria Camacho Rey,4.7,Suspenso
1018,Gema Cordero Nieto,3.07,Suspenso
1019,Luis Hernández Cordero,5.33,Aprobado
1020,Sara Pardo Reyes,5.56,Aprobado
1021,Camila Cordero Delgado,6.22,Aprobado
1022,Luis Ortiz Navalón,5.95,Aprobado
1023,Javier Bermúdez Valdés,4.25,Suspenso
1024,Adela Ortiz Valdés,2.83,Suspenso
1025,Enrique Gil Serrano,5.28,Aprobado
1026,Gabriela Ruiz Prado,2.58,Suspenso
1027,Adrián Zamora Ruiz,6.64,Aprobado
1028,Rubén Valverde Delgado,6.22,Aprobado
1029,Candela Cuadrado Osorio,5.15,Aprobado
1030,Joaquín Morales Bueno,3.7,Suspenso
1031,Fabio Román Soler,6.35,Aprobado
1032,Benjamín Olivares Martín,5.12,Aprobado
1033,Ricardo Vela Román,7.3,Aprobado
1034,Héctor Pérez Soler,3.2,Suspenso
1035,Alejandro Alonso Flores,5.48,Aprobado
1036,Rosa Caballero Luna,3.33,Suspenso
1037,Silvia Valverde Suárez,4.8,Suspenso
1038,Enrique Lara Pérez,3.53,Suspenso
1039,Lourdes Lara Benítez,6.1,Aprobado
1040,Patricia Sierra Cuenca,4.07,Suspenso
1041,Carlos Carrillo Romero,5.12,Aprobado
1042,Elena Torres Caballero,5.3,Aprobado
1043,Lucas Estévez Luna,3.73,Suspenso
1044,Paula Ramos Navarro,3.8,Suspenso
1045,Álex Ramos Vargas,4.53,Suspenso
1046,Rosa Alonso Conde,5.76,Aprobado
1047,Samuel Vela Montes,6.33,Aprobado
1048,Marta Morales Pacheco,3.65,Suspenso
1049,Álex Mesa Peralta,5.07,Aprobado
1050,Héctor Molina Pérez,2.12,Suspenso
1051,Raquel Sierra Nieto,5.95,Aprobado
1052,Nuria Figueroa Vallejo,6.84,Aprobado
1053,Celeste Pérez de León Castaño,7.06,Aprobado
1054,Óliver Rico Rey,6.8,Aprobado
1055,Daniela Cordero Pizarro,8.97,Aprobado
1056,Ana Prado Durán,4.57,Suspenso
1057,Raúl Rico Téllez,1.92,Suspenso
1058,Beatriz Ramos Ruiz,4.8,Suspenso
1059,Adela Pacheco Soler,3.26,Suspenso
1060,Enrique Calvo Santos,7.9,Aprobado
1061,Tomás Molina Castaño,7.06,Aprobado
1062,Héctor Villalba López,4.47,Suspenso
1063,Valeria Iglesias Mora,4.23,Suspenso
1064,Elena Rey Palacios,7.2,Aprobado
1065,David Vicente Pérez,6.83,Aprobado
1066,Sara Montes Calvo,4.33,Suspenso
1067,Natalia Herrero Navarro,5.82,Aprobado
1068,Cristina Domínguez Román,6.36,Aprobado
1069,Alba Martín Sánchez,4.55,Suspenso
1070,Víctor Bueno Campos,6.06,Aprobado
1071,Clara Sánchez Pastor,5.53,Aprobado
1072,César Pinto Espinosa,3.08,Suspenso
1073,Irene Valverde Villalba,2.23,Suspenso
1074,Sofía Aranda Fuentes,5.32,Aprobado
1075,Clara Ferrer Pastor,5.22,Aprobado
1076,Pilar Durán Calderón,4.92,Suspenso
1077,Julia Carrillo Valverde,5.03,Aprobado
1078,Lucía Pinto Cordero,2.02,Suspenso
1079,Rafael Herrero Rosales,5.96,Aprobado
1080,Hugo Navarro Pozo,3.95,Suspenso
1081,Ángel Calvo Romero,5.1,Aprobado
1082,Olga Rubio Sierra,4.14,Suspenso
1083,Iván Pardo Ruiz,3.13,Suspenso
1084,Nicolás Arroyo Aguilar,4.4,Suspenso
1085,Eva Bermúdez Prado,3.95,Suspenso
1086,Emilio Castaño Martín,2.83,Suspenso
1087,Jorge Olivares Carrillo,1.85,Suspenso
1088,Irene Flores Domínguez,1.57,Suspenso
1089,Alicia Peralta Vela,6.53,Aprobado
1090,Alicia Garrido Fuentes,4.25,Suspenso
1091,Lourdes Pinto Palacios,4.8,Suspenso
1092,Fabio Romero Montes,4.18,Suspenso
1093,Mónica Palacios Olivares,2.47,Suspenso
1094,Gabriela Osorio Rosales,5.2,Aprobado
1095,Jorge Pacheco Campos,2.6,Suspenso
1096,Beatriz Peralta Blanco,4.64,Suspenso
1097,Joaquín Domínguez Vargas,6.1,Aprobado
1098,Daniel Estévez López,4.64,Suspenso
1099,Olga Rey Correa,9.4,Aprobado
1100,Beatriz López Segura,4.27,Suspenso
1101,Daniel Vallejo Romero,4.28,Suspenso
1102,Emilio Pardo Villalba,4.33,Suspenso
1103,Sofía Peralta Morales,4.62,Suspenso
1104,Héctor López Pastor,3.27,Suspenso
1105,Luis Rosales Garrido,4.1,Suspenso
1106,Verónica Medina Palacios,3.87,Suspenso
1107,Blanca Durán Morales,5.53,Aprobado
1108,Rubén Garrido Peña,5.3,Aprobado
1109,Eva Carrasco Arias,6.3,Aprobado
1110,Esther Arroyo Rey,4.77,Suspenso
1111,Ricardo Reyes Cano,5.97,Aprobado
1112,Javier Montoya Soler,6.3,Aprobado
1113,Lucía Morales Ruiz,5.53,Aprobado
1114,Lorena Reyes Cebrián,4.66,Suspenso
1115,Sofía Pérez Castaño,4.33,Suspenso
1116,Eva Aranda Reina,6.28,Aprobado
1117,Rebeca Moreno Gallardo,3.68,Suspenso
1118,Marcos Sierra Figueroa,5.07,Aprobado
1119,Lidia Cebrián Vallejo,2.68,Suspenso
1120,Carlos Alonso Martín,2.94,Suspenso
1121,Lourdes Arroyo Osorio,6.4,Aprobado
1122,Candela Álvarez Soto,3.8,Suspenso
1123,Ricardo Campos Campos,7.6,Aprobado
1124,Daniela Gómez Lozano,3.7,Suspenso
1125,Isabel Conde Quintero,4.93,Suspenso
1126,Tomás Calvo Prado,5.33,Aprobado
1127,Alejandro Palacios Esteban,6.33,Aprobado
1128,Alejandro Soto Aguilar,9.27,Aprobado
